target,target_label,target_direction,target_normalized_as,feature,source_table,feature_family,operation_id,access_mode,n_overlap,n_feature_valid,n_target_valid,n_unique,missing_ratio,spearman_r,abs_spearman,effect_direction,direction_stability,rank_score,status,reason
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__long__full__hrv_freq__LF_HF_ratio,,,,before,20,21,21,20,0.0454545454545,-0.108270676692,0.108270676692,negative,1,0.375789473684,rejected_weak_association,abs_spearman=0.108 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__long__full__morph_qrs__QRS_duration_ms,,,,before,7,,,5,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__long__full__morph_qrs__QRS_area,,,,before,7,,,7,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__long__full__morph_qrs__QRS_main_amp,,,,before,7,,,7,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__long__full__morph_qrs__R_width_half_ms,,,,before,7,,,3,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__long__full__morph_t__T_amp,,,,before,7,,,7,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__long__full__morph_t__T_area,,,,before,7,,,7,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__long__full__morph_t__RT_interval_ms,,,,before,7,,,5,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__long__full__morph_t__QT_like_ms,,,,before,7,,,5,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_time__MeanHR_bpm,,,,after,21,22,21,21,0,-0.0415584415584,0.0415584415584,negative,0.857142857143,0.286233766234,rejected_weak_association,abs_spearman=0.0416 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_time__MeanNN_ms,,,,after,21,22,21,21,0,0.012987012987,0.012987012987,positive,0.52380952381,0.166233766234,rejected_weak_association,abs_spearman=0.013 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_time__SDNN_ms,,,,after,21,22,21,21,0,-0.18961038961,0.18961038961,negative,1,0.432727272727,rejected_weak_association,abs_spearman=0.19 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_time__RMSSD_ms,,,,after,21,22,21,21,0,0.149350649351,0.149350649351,positive,1,0.404545454545,rejected_weak_association,abs_spearman=0.149 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_time__pNN50_percent,,,,after,21,22,21,20,0,0.00909386212301,0.00909386212301,positive,0.65,0.201365703486,rejected_weak_association,abs_spearman=0.00909 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_freq__LF_power,,,,after,21,22,21,21,0,-0.174025974026,0.174025974026,negative,1,0.421818181818,rejected_weak_association,abs_spearman=0.174 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_freq__HF_power,,,,after,21,22,21,21,0,-0.0207792207792,0.0207792207792,negative,0.809523809524,0.257402597403,rejected_weak_association,abs_spearman=0.0208 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_freq__LF_HF_ratio,,,,after,21,22,21,21,0,-0.14025974026,0.14025974026,negative,1,0.398181818182,rejected_weak_association,abs_spearman=0.14 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_qrs__QRS_duration_ms,,,,after,15,16,21,8,0.272727272727,-0.0199296293506,0.0199296293506,negative,0.6,0.193950740545,rejected_weak_association,abs_spearman=0.0199 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_qrs__QRS_area,,,,after,15,16,21,15,0.272727272727,0.0392857142857,0.0392857142857,positive,0.733333333333,0.2475,rejected_weak_association,abs_spearman=0.0393 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_qrs__QRS_main_amp,,,,after,15,16,21,15,0.272727272727,0.0892857142857,0.0892857142857,positive,0.866666666667,0.3225,rejected_weak_association,abs_spearman=0.0893 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_qrs__R_width_half_ms,,,,after,15,,,2,0.272727272727,,,,,,rejected_low_variability,n_unique=2 < 4
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_t__T_amp,,,,after,15,16,21,15,0.272727272727,0.160714285714,0.160714285714,positive,1,0.4125,rejected_weak_association,abs_spearman=0.161 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_t__T_area,,,,after,15,16,21,15,0.272727272727,0.221428571429,0.221428571429,positive,1,0.455,rejected_weak_association,abs_spearman=0.221 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_t__RT_interval_ms,,,,after,15,16,21,10,0.272727272727,-0.00898490366833,0.00898490366833,negative,0.333333333333,0.106289432568,rejected_weak_association,abs_spearman=0.00898 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_t__QT_like_ms,,,,after,15,16,21,10,0.272727272727,0.016172826603,0.016172826603,positive,0.666666666667,0.211320978622,rejected_weak_association,abs_spearman=0.0162 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_time__MeanHR_bpm,,,,after,21,22,21,21,0,-0.0545454545455,0.0545454545455,negative,0.857142857143,0.295324675325,rejected_weak_association,abs_spearman=0.0545 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_time__MeanNN_ms,,,,after,21,22,21,21,0,0.0558441558442,0.0558441558442,positive,0.857142857143,0.296233766234,rejected_weak_association,abs_spearman=0.0558 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_time__SDNN_ms,,,,after,21,22,21,21,0,0.253246753247,0.253246753247,positive,1,0.477272727273,rejected_weak_association,abs_spearman=0.253 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_time__RMSSD_ms,,,,after,21,22,21,21,0,0.151948051948,0.151948051948,positive,1,0.406363636364,rejected_weak_association,abs_spearman=0.152 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_time__pNN50_percent,,,,after,21,22,21,18,0,0.246255378073,0.246255378073,positive,1,0.472378764651,rejected_weak_association,abs_spearman=0.246 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_freq__LF_power,,,,after,21,22,21,21,0,0.172727272727,0.172727272727,positive,1,0.420909090909,rejected_weak_association,abs_spearman=0.173 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_freq__LF_HF_ratio,,,,after,21,22,21,21,0,-0.131168831169,0.131168831169,negative,1,0.391818181818,rejected_weak_association,abs_spearman=0.131 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__morph_qrs__QRS_duration_ms,,,,after,3,,,3,0.863636363636,,,,,,rejected_low_overlap,n_overlap=3 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__morph_qrs__QRS_area,,,,after,3,,,3,0.863636363636,,,,,,rejected_low_overlap,n_overlap=3 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__morph_qrs__QRS_main_amp,,,,after,3,,,3,0.863636363636,,,,,,rejected_low_overlap,n_overlap=3 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__morph_qrs__R_width_half_ms,,,,after,3,,,1,0.863636363636,,,,,,rejected_low_overlap,n_overlap=3 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__morph_t__T_amp,,,,after,2,,,2,0.909090909091,,,,,,rejected_low_overlap,n_overlap=2 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__morph_t__T_area,,,,after,2,,,2,0.909090909091,,,,,,rejected_low_overlap,n_overlap=2 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__morph_t__RT_interval_ms,,,,after,2,,,2,0.909090909091,,,,,,rejected_low_overlap,n_overlap=2 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__morph_t__QT_like_ms,,,,after,2,,,2,0.909090909091,,,,,,rejected_low_overlap,n_overlap=2 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_time__MeanHR_bpm,,,,after,20,21,21,20,0.0454545454545,-0.0646616541353,0.0646616541353,negative,0.9,0.315263157895,rejected_weak_association,abs_spearman=0.0647 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_time__MeanNN_ms,,,,after,20,21,21,20,0.0454545454545,0.0646616541353,0.0646616541353,positive,0.9,0.315263157895,rejected_weak_association,abs_spearman=0.0647 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_time__SDNN_ms,,,,after,20,21,21,20,0.0454545454545,0.193984962406,0.193984962406,positive,1,0.435789473684,rejected_weak_association,abs_spearman=0.194 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_freq__LF_power,,,,after,20,21,21,20,0.0454545454545,-0.00751879699248,0.00751879699248,negative,0.35,0.110263157895,rejected_weak_association,abs_spearman=0.00752 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__morph_qrs__QRS_duration_ms,,,,after,6,,,5,0.727272727273,,,,,,rejected_low_overlap,n_overlap=6 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__morph_qrs__QRS_area,,,,after,6,,,6,0.727272727273,,,,,,rejected_low_overlap,n_overlap=6 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__morph_qrs__QRS_main_amp,,,,after,6,,,6,0.727272727273,,,,,,rejected_low_overlap,n_overlap=6 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__morph_qrs__R_width_half_ms,,,,after,6,,,2,0.727272727273,,,,,,rejected_low_overlap,n_overlap=6 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__morph_t__T_amp,,,,after,6,,,6,0.727272727273,,,,,,rejected_low_overlap,n_overlap=6 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__morph_t__T_area,,,,after,6,,,6,0.727272727273,,,,,,rejected_low_overlap,n_overlap=6 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__morph_t__RT_interval_ms,,,,after,6,,,6,0.727272727273,,,,,,rejected_low_overlap,n_overlap=6 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__morph_t__QT_like_ms,,,,after,6,,,5,0.727272727273,,,,,,rejected_low_overlap,n_overlap=6 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_time__MeanHR_bpm,,,,before,21,22,21,21,0,0.0909090909091,0.0909090909091,positive,0.952380952381,0.349350649351,rejected_weak_association,abs_spearman=0.0909 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_time__MeanNN_ms,,,,before,21,22,21,21,0,-0.0857142857143,0.0857142857143,negative,0.952380952381,0.345714285714,rejected_weak_association,abs_spearman=0.0857 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_time__SDNN_ms,,,,before,21,22,21,21,0,0.151948051948,0.151948051948,positive,1,0.406363636364,rejected_weak_association,abs_spearman=0.152 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_time__RMSSD_ms,,,,before,21,22,21,21,0,0.0935064935065,0.0935064935065,positive,0.952380952381,0.351168831169,rejected_weak_association,abs_spearman=0.0935 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_time__pNN50_percent,,,,before,21,22,21,4,0,-0.0265607435576,0.0265607435576,negative,0.714285714286,0.232878234776,rejected_weak_association,abs_spearman=0.0266 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_freq__LF_power,,,,before,0,,,0,1,,,,,,rejected_low_overlap,n_overlap=0 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_freq__HF_power,,,,before,0,,,0,1,,,,,,rejected_low_overlap,n_overlap=0 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_freq__LF_HF_ratio,,,,before,0,,,0,1,,,,,,rejected_low_overlap,n_overlap=0 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__morph_qrs__QRS_duration_ms,,,,before,10,,,5,0.545454545455,,,,,,rejected_many_missing,missing_ratio=0.545 > 0.5
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__morph_qrs__QRS_area,,,,before,10,,,10,0.545454545455,,,,,,rejected_many_missing,missing_ratio=0.545 > 0.5
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__morph_qrs__QRS_main_amp,,,,before,10,,,10,0.545454545455,,,,,,rejected_many_missing,missing_ratio=0.545 > 0.5
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__morph_qrs__R_width_half_ms,,,,before,10,,,3,0.545454545455,,,,,,rejected_many_missing,missing_ratio=0.545 > 0.5
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__morph_t__T_amp,,,,before,7,,,7,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__morph_t__T_area,,,,before,7,,,7,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__morph_t__RT_interval_ms,,,,before,7,,,7,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__morph_t__QT_like_ms,,,,before,7,,,7,0.681818181818,,,,,,rejected_low_overlap,n_overlap=7 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_time__MeanHR_bpm,,,,before,21,22,21,21,0,-0.198701298701,0.198701298701,negative,1,0.439090909091,rejected_weak_association,abs_spearman=0.199 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_time__MeanNN_ms,,,,before,21,22,21,21,0,0.198701298701,0.198701298701,positive,1,0.439090909091,rejected_weak_association,abs_spearman=0.199 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_time__SDNN_ms,,,,before,21,22,21,20,0,0.289704464776,0.289704464776,positive,1,0.502793125343,rejected_weak_association,abs_spearman=0.29 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_time__RMSSD_ms,,,,before,21,22,21,20,0,0.24163690784,0.24163690784,positive,1,0.469145835488,rejected_weak_association,abs_spearman=0.242 < 0.3
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_time__pNN50_percent,,,,before,21,,,3,0,,,,,,rejected_low_variability,n_unique=3 < 4
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_freq__LF_power,,,,before,0,,,0,1,,,,,,rejected_low_overlap,n_overlap=0 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_freq__HF_power,,,,before,0,,,0,1,,,,,,rejected_low_overlap,n_overlap=0 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_freq__LF_HF_ratio,,,,before,0,,,0,1,,,,,,rejected_low_overlap,n_overlap=0 < 10
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__morph_qrs__QRS_duration_ms,,,,before,4,,,4,0.818181818182,,,,,,rejected_low_overlap,n_overlap=4 < 10
