target,target_label,target_direction,target_normalized_as,feature,source_table,feature_family,operation_id,access_mode,n_overlap,n_feature_valid,n_target_valid,n_unique,missing_ratio,spearman_r,abs_spearman,effect_direction,direction_stability,rank_score,status,reason
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__hrv_freq__LF_HF_ratio,,,,after,21,22,21,21,0,-0.14025974026,0.14025974026,negative,1,0.398181818182,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_qrs__QRS_duration_ms,,,,after,15,16,21,8,0.272727272727,-0.0199296293506,0.0199296293506,negative,0.6,0.193950740545,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_qrs__QRS_area,,,,after,15,16,21,15,0.272727272727,0.0392857142857,0.0392857142857,positive,0.733333333333,0.2475,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_qrs__QRS_main_amp,,,,after,15,16,21,15,0.272727272727,0.0892857142857,0.0892857142857,positive,0.866666666667,0.3225,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_t__T_amp,,,,after,15,16,21,15,0.272727272727,0.160714285714,0.160714285714,positive,1,0.4125,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_t__T_area,,,,after,15,16,21,15,0.272727272727,0.221428571429,0.221428571429,positive,1,0.455,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_t__RT_interval_ms,,,,after,15,16,21,10,0.272727272727,-0.00898490366833,0.00898490366833,negative,0.333333333333,0.106289432568,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__sit__full__morph_t__QT_like_ms,,,,after,15,16,21,10,0.272727272727,0.016172826603,0.016172826603,positive,0.666666666667,0.211320978622,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_time__MeanHR_bpm,,,,after,21,22,21,21,0,-0.0545454545455,0.0545454545455,negative,0.857142857143,0.295324675325,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_time__MeanNN_ms,,,,after,21,22,21,21,0,0.0558441558442,0.0558441558442,positive,0.857142857143,0.296233766234,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_time__SDNN_ms,,,,after,21,22,21,21,0,0.253246753247,0.253246753247,positive,1,0.477272727273,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_time__RMSSD_ms,,,,after,21,22,21,21,0,0.151948051948,0.151948051948,positive,1,0.406363636364,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_time__pNN50_percent,,,,after,21,22,21,18,0,0.246255378073,0.246255378073,positive,1,0.472378764651,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_freq__LF_power,,,,after,21,22,21,21,0,0.172727272727,0.172727272727,positive,1,0.420909090909,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_freq__HF_power,,,,after,21,22,21,21,0,0.419480519481,0.419480519481,positive,1,0.593636363636,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__stand__full__hrv_freq__LF_HF_ratio,,,,after,21,22,21,21,0,-0.131168831169,0.131168831169,negative,1,0.391818181818,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_time__MeanHR_bpm,,,,after,20,21,21,20,0.0454545454545,-0.0646616541353,0.0646616541353,negative,0.9,0.315263157895,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_time__MeanNN_ms,,,,after,20,21,21,20,0.0454545454545,0.0646616541353,0.0646616541353,positive,0.9,0.315263157895,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_time__SDNN_ms,,,,after,20,21,21,20,0.0454545454545,0.193984962406,0.193984962406,positive,1,0.435789473684,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_time__RMSSD_ms,,,,after,20,21,21,20,0.0454545454545,0.442105263158,0.442105263158,positive,1,0.609473684211,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_time__pNN50_percent,,,,after,20,21,21,20,0.0454545454545,0.427067669173,0.427067669173,positive,1,0.598947368421,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_freq__LF_power,,,,after,20,21,21,20,0.0454545454545,-0.00751879699248,0.00751879699248,negative,0.35,0.110263157895,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_freq__HF_power,,,,after,20,21,21,20,0.0454545454545,0.318796992481,0.318796992481,positive,1,0.523157894737,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__after__long__full__hrv_freq__LF_HF_ratio,,,,after,20,21,21,20,0.0454545454545,-0.398496240602,0.398496240602,negative,1,0.578947368421,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_time__MeanHR_bpm,,,,before,21,22,21,21,0,0.0909090909091,0.0909090909091,positive,0.952380952381,0.349350649351,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_time__MeanNN_ms,,,,before,21,22,21,21,0,-0.0857142857143,0.0857142857143,negative,0.952380952381,0.345714285714,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_time__SDNN_ms,,,,before,21,22,21,21,0,0.151948051948,0.151948051948,positive,1,0.406363636364,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_time__RMSSD_ms,,,,before,21,22,21,21,0,0.0935064935065,0.0935064935065,positive,0.952380952381,0.351168831169,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__start__hrv_time__pNN50_percent,,,,before,21,22,21,4,0,-0.0265607435576,0.0265607435576,negative,0.714285714286,0.232878234776,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_time__MeanHR_bpm,,,,before,21,22,21,21,0,-0.198701298701,0.198701298701,negative,1,0.439090909091,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_time__MeanNN_ms,,,,before,21,22,21,21,0,0.198701298701,0.198701298701,positive,1,0.439090909091,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_time__SDNN_ms,,,,before,21,22,21,20,0,0.289704464776,0.289704464776,positive,1,0.502793125343,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,raw_ecg__before__breath_in__end__hrv_time__RMSSD_ms,,,,before,21,22,21,20,0,0.24163690784,0.24163690784,positive,1,0.469145835488,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__delta__hrv_freq__HF_power,,,,delta,18,19,21,18,0.136363636364,0.252837977296,0.252837977296,positive,1,0.476986584107,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__delta__hrv_freq__LF_HF_ratio,,,,delta,18,19,21,18,0.136363636364,0.164086687307,0.164086687307,positive,1,0.414860681115,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__delta__hrv_freq__LF_power,,,,delta,18,19,21,18,0.136363636364,0.430340557276,0.430340557276,positive,1,0.601238390093,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__delta__hrv_time__MeanHR_bpm,,,,delta,18,19,21,18,0.136363636364,-0.312693498452,0.312693498452,negative,1,0.518885448916,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__delta__hrv_time__MeanNN_ms,,,,delta,18,19,21,18,0.136363636364,0.312693498452,0.312693498452,positive,1,0.518885448916,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__delta__hrv_time__RMSSD_ms,,,,delta,18,19,21,18,0.136363636364,0.308565531476,0.308565531476,positive,1,0.515995872033,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__delta__hrv_time__SDNN_ms,,,,delta,18,19,21,18,0.136363636364,0.228070175439,0.228070175439,positive,1,0.459649122807,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__delta__hrv_time__pNN50_percent,,,,delta,18,19,21,17,0.136363636364,0.174496667549,0.174496667549,positive,1,0.422147667285,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__robust_z__hrv_freq__HF_power,,,,delta,18,19,21,18,0.136363636364,0.246646026832,0.246646026832,positive,1,0.472652218782,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__robust_z__hrv_freq__LF_HF_ratio,,,,delta,18,19,21,18,0.136363636364,-0.0299277605779,0.0299277605779,negative,0.722222222222,0.237616099071,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__robust_z__hrv_freq__LF_power,,,,delta,18,19,21,18,0.136363636364,0.296181630547,0.296181630547,positive,1,0.507327141383,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__robust_z__hrv_time__MeanHR_bpm,,,,delta,18,19,21,18,0.136363636364,-0.368421052632,0.368421052632,negative,1,0.557894736842,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__robust_z__hrv_time__MeanNN_ms,,,,delta,18,19,21,18,0.136363636364,0.40350877193,0.40350877193,positive,1,0.582456140351,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__robust_z__hrv_time__RMSSD_ms,,,,delta,18,19,21,18,0.136363636364,0.31475748194,0.31475748194,positive,1,0.520330237358,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__robust_z__hrv_time__SDNN_ms,,,,delta,18,19,21,18,0.136363636364,0.277605779154,0.277605779154,positive,1,0.494324045408,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__baseline_dev_sit_before__robust_z__hrv_time__pNN50_percent,,,,delta,18,19,21,18,0.136363636364,0.325077399381,0.325077399381,positive,1,0.527554179567,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__breath_in_response_before__delta__hrv_time__MeanHR_bpm,,,,delta,21,22,21,21,0,-0.216883116883,0.216883116883,negative,1,0.451818181818,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__breath_in_response_before__delta__hrv_time__MeanNN_ms,,,,delta,21,22,21,21,0,0.168831168831,0.168831168831,positive,1,0.418181818182,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__breath_in_response_before__delta__hrv_time__RMSSD_ms,,,,delta,21,22,21,21,0,-0.0597402597403,0.0597402597403,negative,0.857142857143,0.298961038961,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__breath_in_response_before__delta__hrv_time__SDNN_ms,,,,delta,21,22,21,21,0,-0.14025974026,0.14025974026,negative,1,0.398181818182,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__breath_in_response_before__delta__hrv_time__pNN50_percent,,,,delta,21,22,21,6,0,0.00202513258724,0.00202513258724,positive,0.571428571429,0.17284616424,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__breath_in_response_before__percent_delta__hrv_time__MeanHR_bpm,,,,delta,21,22,21,21,0,-0.205194805195,0.205194805195,negative,1,0.443636363636,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__breath_in_response_before__percent_delta__hrv_time__MeanNN_ms,,,,delta,21,22,21,21,0,0.220779220779,0.220779220779,positive,1,0.454545454545,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__breath_in_response_before__percent_delta__hrv_time__RMSSD_ms,,,,delta,21,22,21,21,0,-0.0545454545455,0.0545454545455,negative,0.857142857143,0.295324675325,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__breath_in_response_before__percent_delta__hrv_time__SDNN_ms,,,,delta,21,22,21,21,0,-0.0454545454545,0.0454545454545,negative,0.809523809524,0.274675324675,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__delta__hrv_freq__HF_power,,,,delta,21,22,21,21,0,0.17012987013,0.17012987013,positive,1,0.419090909091,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__delta__hrv_freq__LF_HF_ratio,,,,delta,21,22,21,21,0,-0.0454545454545,0.0454545454545,negative,0.809523809524,0.274675324675,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__delta__hrv_freq__LF_power,,,,delta,21,22,21,21,0,0.153246753247,0.153246753247,positive,1,0.407272727273,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__delta__hrv_time__MeanHR_bpm,,,,delta,21,22,21,21,0,-0.0311688311688,0.0311688311688,negative,0.8,0.261818181818,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__delta__hrv_time__MeanNN_ms,,,,delta,21,22,21,21,0,0.0363636363636,0.0363636363636,positive,0.857142857143,0.282597402597,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__delta__hrv_time__RMSSD_ms,,,,delta,21,22,21,21,0,-0.0831168831169,0.0831168831169,negative,0.952380952381,0.343896103896,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__delta__hrv_time__SDNN_ms,,,,delta,21,22,21,21,0,0.246753246753,0.246753246753,positive,1,0.472727272727,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__delta__hrv_time__pNN50_percent,,,,delta,21,22,21,21,0,0.0311688311688,0.0311688311688,positive,0.761904761905,0.25038961039,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__percent_delta__hrv_freq__HF_power,,,,delta,21,22,21,21,0,0.336363636364,0.336363636364,positive,1,0.535454545455,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__percent_delta__hrv_freq__LF_HF_ratio,,,,delta,21,22,21,21,0,0.0142857142857,0.0142857142857,positive,0.47619047619,0.152857142857,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__percent_delta__hrv_freq__LF_power,,,,delta,21,22,21,21,0,0.114285714286,0.114285714286,positive,1,0.38,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__percent_delta__hrv_time__MeanHR_bpm,,,,delta,21,22,21,21,0,-0.0805194805195,0.0805194805195,negative,0.952380952381,0.342077922078,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__percent_delta__hrv_time__MeanNN_ms,,,,delta,21,22,21,21,0,0.0584415584416,0.0584415584416,positive,0.857142857143,0.298051948052,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__percent_delta__hrv_time__RMSSD_ms,,,,delta,21,22,21,21,0,0.0350649350649,0.0350649350649,positive,0.809523809524,0.267402597403,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__percent_delta__hrv_time__SDNN_ms,,,,delta,21,22,21,21,0,0.31038961039,0.31038961039,positive,1,0.517272727273,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__percent_delta__hrv_time__pNN50_percent,,,,delta,21,22,21,18,0,0.268405332715,0.268405332715,positive,1,0.4878837329,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__ratio__hrv_freq__HF_power,,,,delta,21,22,21,21,0,0.336363636364,0.336363636364,positive,1,0.535454545455,passed_single_target,
target__subjective_strain_delta,target__subjective_strain_delta,higher_worse,higher_worse,ecg_der__orthostatic_after__ratio__hrv_freq__LF_HF_ratio,,,,delta,21,22,21,21,0,0.0142857142857,0.0142857142857,positive,0.47619047619,0.152857142857,passed_single_target,
